device_id,location_latitude,location_longitude,usage_timeframe,location_name,service_provider_id,grid
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78204,41.51073,2023-10-05 06:29:07,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78201,41.51072,2023-10-05 06:34:25,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78203,41.51079,2023-10-05 06:42:02,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78203,41.51075,2023-10-05 06:48:17,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78203,41.51081,2023-10-05 07:15:30,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78206,41.51076,2023-10-05 07:25:54,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78203,41.51077,2023-10-05 07:53:18,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78204,41.51074,2023-10-05 08:16:37,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.781820319424096,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 06:29:12,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.781820319424096,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 06:34:45,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.781820319424096,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 06:42:05,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.781820319424096,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 06:48:11,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.781820319424096,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 07:15:57,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.781820319424096,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78205,41.51079,2023-10-05 06:13:17,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78209,41.51076,2023-10-05 06:19:02,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78205,41.51074,2023-10-05 06:19:16,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78209,41.51077,2023-10-05 06:58:09,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78207,41.51073,2023-10-05 07:03:02,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78208,41.51077,2023-10-05 07:10:48,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78205,41.51076,2023-10-05 07:37:28,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78211,41.51074,2023-10-05 08:05:06,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.78209,41.51078,2023-10-05 08:10:56,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.782272505290575,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820476,41.5107607,2023-10-05 06:18:38,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.782272505290575,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 06:18:50,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.782272505290575,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820142,41.5107644,2023-10-05 06:18:54,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.782272505290575,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820386,41.5107851,2023-10-05 06:18:55,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.782272505290575,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 06:19:00,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.782272505290575,41.510913641965644"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.7820648,41.5107688,2023-10-05 07:02:46,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.782272505290575,41.510913641965644"
e25d599e-c5c8-4e40-a810-880aaee58b88,24.92887,42.74596,2023-10-05 06:00:33,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"24.928780726029625,42.74597946494485"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.9288562,42.7459462,2023-10-05 06:00:59,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.928780726029625,42.74597946494485"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.9288505,42.7459073,2023-10-05 06:07:15,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.928780726029625,42.74597946494485"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.9288443,42.7459877,2023-10-05 06:07:18,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.928780726029625,42.74597946494485"
e59a971e-b9b4-4e80-a430-440ddee94c44,24.9288799,42.7459812,2023-10-05 06:07:20,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"24.928780726029625,42.74597946494485"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.06186,46.95951,2023-10-05 05:36:58,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"25.061723370774324,46.959256528455974"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.06192,46.95952,2023-10-05 05:41:51,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"25.061723370774324,46.959256528455974"
e59a971e-b9b4-4e80-a430-440ddee94c44,25.0618624,46.9595117,2023-10-05 05:37:16,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"25.061723370774324,46.959256528455974"
e59a971e-b9b4-4e80-a430-440ddee94c44,25.0618061,46.9595736,2023-10-05 05:37:26,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"25.061723370774324,46.959256528455974"
e59a971e-b9b4-4e80-a430-440ddee94c44,25.0618671,46.9595401,2023-10-05 05:41:43,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"25.061723370774324,46.959256528455974"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.06182,46.95953,2023-10-05 05:53:23,e25d599e-c5c8-4e40-a810-880aaee58b88,9,"25.061723370774324,46.95979703866296"
e59a971e-b9b4-4e80-a430-440ddee94c44,25.0618671,46.9595401,2023-10-05 05:53:37,e59a971e-b9b4-4e80-a430-440ddee94c44,9,"25.061723370774324,46.95979703866296"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126469,51.341286,2023-10-01 20:39:06,1b103b4b2b418b0fb056cb7d5cf0de255a2768b690cd838325c43332bb178289,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126442,51.341284,2023-10-01 22:20:51,1b103b4b2b418b0fb056cb7d5cf0de255a2768b690cd838325c43332bb178289,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126461,51.341192,2023-10-02 00:21:55,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126406,51.341278,2023-10-02 06:34:14,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126455,51.341286,2023-10-02 06:55:32,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126577,51.341199,2023-10-02 08:19:18,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126461,51.341286,2023-10-02 08:38:33,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126396,51.341208,2023-10-02 09:20:27,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126467,51.34128,2023-10-02 11:23:05,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126457,51.341278,2023-10-02 11:42:33,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.12637,51.341271,2023-10-02 13:24:04,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126415,51.341206,2023-10-02 14:03:33,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126499,51.341196,2023-10-02 14:45:17,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126462,51.341286,2023-10-02 15:48:56,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126421,51.341284,2023-10-02 17:05:54,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.12657,51.341194,2023-10-02 17:31:15,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126416,51.341209,2023-10-02 17:51:09,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126447,51.341286,2023-10-02 18:26:08,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.12648,51.341201,2023-10-02 18:55:33,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126454,51.341286,2023-10-02 19:17:11,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126291,51.341272,2023-10-02 20:23:58,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126469,51.341286,2023-10-02 21:16:48,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.126446,51.341286,2023-10-02 21:49:43,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,25.12642,51.341285,2023-10-02 23:14:23,7ADD17FE-DB9E-4E22-AA90-D0B2656315F6,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12658,51.34121,2023-10-01 00:07:54,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265566,51.3412262,2023-10-01 00:38:52,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12653,51.34121,2023-10-01 00:44:08,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265564,51.3412264,2023-10-01 00:55:32,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12653,51.34118,2023-10-01 01:00:32,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265564,51.3412264,2023-10-01 01:01:02,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34126,2023-10-01 01:13:58,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265566,51.3412262,2023-10-01 01:18:04,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12659,51.34122,2023-10-01 01:34:50,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12654,51.34127,2023-10-01 02:33:52,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12657,51.34123,2023-10-01 03:14:32,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265556,51.3412272,2023-10-01 04:00:32,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12659,51.34128,2023-10-01 04:41:13,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12652,51.34123,2023-10-01 05:00:05,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412284,2023-10-01 05:00:32,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12654,51.34125,2023-10-01 05:36:32,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12659,51.34123,2023-10-01 06:21:51,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12651,51.34127,2023-10-01 06:28:33,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265562,51.3412266,2023-10-01 07:35:31,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12655,51.34121,2023-10-01 07:54:01,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34122,2023-10-01 08:02:18,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265547,51.341226,2023-10-01 08:50:12,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1266,51.34128,2023-10-01 09:41:10,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12652,51.34124,2023-10-01 09:53:03,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265545,51.341226,2023-10-01 09:53:04,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412268,2023-10-01 10:24:33,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265561,51.3412268,2023-10-01 12:06:02,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265566,51.3412261,2023-10-01 13:40:41,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12655,51.34127,2023-10-01 14:03:23,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265559,51.3412264,2023-10-01 14:33:56,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.1265606,51.3412202,2023-10-01 15:02:16,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
e25d599e-c5c8-4e40-a810-880aaee58b88,25.12656,51.34118,2023-10-01 15:07:35,4645e9fad75cd3da83caa25f63fde71baacde6255c9669ed2e553f6cd82d74e9,9,"25.126385949680756,51.34117277654894"
