Unnamed: 0,device_id,location_latitude,location_longitude,usage_timeframe,location_name,service_provider_id,latitude_grid,longitude_grid,grid,provinance,country,city,lat_long
446,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219678,51.3430886,1696119699000,5f0633486da39404cf3bf14d9616cd6328aab1a2c35d0f9e76e0663b4b514ca4,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
447,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12184,51.34301,1696237483000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
448,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12196,51.34292,1696238375000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
449,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12199,51.34285,1696238786000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
450,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12959,51.31779,1696240558000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
451,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12803,51.31805,1696240930000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12819469314667,51.31793083764824,"25.12819469314667,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
452,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12938,51.31768,1696241310000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
453,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12929,51.31762,1696241707000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12909906487963,51.31739032744124,"25.12909906487963,51.31739032744124",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
454,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12955,51.31776,1696242720000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
455,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12952,51.31785,1696244288000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
456,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12954,51.3178,1696244878000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
457,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12956,51.31784,1696245234000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
458,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12957,51.31777,1696245591000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
459,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12953,51.31779,1696245999000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.129551250746104,51.31793083764824,"25.129551250746104,51.317930837648234",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
460,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12351,51.32315,1696247573000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.123672834481884,51.32333593971816,"25.123672834481884,51.32333593971816",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
461,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12353,51.32314,1696254838000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.123672834481884,51.32333593971816,"25.123672834481884,51.32333593971816",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
462,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12284,51.3414,1696264447000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12276846274893,51.34117277654894,"25.122768462748926,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
463,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12634,51.34032,1696265067000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12638594968076,51.34009175613495,"25.126385949680756,51.340091756134946",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
464,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12616,51.34106,1696265365000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12638594968076,51.34117277654894,"25.126385949680756,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
465,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12578,51.34095,1696265971000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12593376381428,51.34117277654894,"25.125933763814277,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
466,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.11993,51.34075,1696266650000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.120055347550057,51.34063226634194,"25.120055347550057,51.34063226634194",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
467,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1193,51.34194,1696267022000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.1191509758171,51.341713286755926,"25.1191509758171,51.341713286755926",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
468,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12195,51.34295,1696267840000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
469,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12198,51.34277,1696268639000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
470,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12201,51.34281,1696269037000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
471,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12198,51.34302,1696269940000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
472,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12194,51.34301,1696311356000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
473,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12192,51.34296,1696318937000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
474,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12203,51.34293,1696333122000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
475,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12192,51.34311,1696356613000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
476,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12197,51.34305,1696385758000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
477,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12607,51.34115,1696480137000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12593376381428,51.34117277654894,"25.125933763814277,51.34117277654894",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
478,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219615,51.3430866,1696502441000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
479,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219582,51.342962,1696516813000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
480,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219466,51.3430756,1696679093000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
481,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12181,51.34281,1696681719000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
482,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1218102,51.3428456,1696683324000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
483,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.11365,51.34073,1696908228000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.11372474541936,51.34063226634194,"25.113724745419358,51.34063226634194",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
484,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12194,51.34308,1696922212000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
485,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219449,51.3430792,1696924056000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
486,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.121942,51.3430761,1696928559000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
487,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12194,51.34305,1696934048000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
488,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219565,51.3429459,1696939151000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
489,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.11504,51.34459,1696942712000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.11508130301879,51.34441583779089,"25.11508130301879,51.34441583779089",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
490,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12199,51.3429,1696960603000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
491,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12189,51.3431,1696963910000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
492,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219,51.34311,1696967759000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
493,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219417,51.3430507,1696974632000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
494,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12197,51.34309,1697007192000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
495,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12196,51.34305,1697054670000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
496,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219456,51.3430702,1697062314000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
497,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.12199,51.34307,1697062693000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
498,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1217228,51.34288,1697065770000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
499,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1213914,51.3429622,1697086089000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.121411905149493,51.34279430716992,"25.121411905149493,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
500,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1218465,51.3426697,1697112921000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
501,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219445,51.3430711,1697226529000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.343334817376906,"25.121864091015972,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
502,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219416,51.3430556,1697331796000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
503,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.1219428,51.3429688,1697875842000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.12186409101597,51.34279430716992,"25.121864091015972,51.34279430716992",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
504,d3a87c79-1d2c-448d-a999-93939d99e9cc,25.122155,51.3432602,1697880012000,d3a87c79-1d2c-448d-a999-93939d99e9cc,9,25.122316276882447,51.343334817376906,"25.122316276882447,51.343334817376906",Baladiyat ar Rayyan,QA,Ar Rayyan,"['25.29194', '51.42444']"
